date,S,I,R
2011-06-21,47992800,0,52007200
2011-06-28,47992800,0,52007200
2011-07-05,47992800,0,52007200
2011-07-12,47992800,0,52007200
2011-07-19,47992800,0,52007200
2011-07-26,47992800,0,52007200
2011-08-02,47992800,0,52007200
2011-08-09,47992800,0,52007200
2011-08-16,47992800,0,52007200
2011-08-23,47992800,0,52007200
2011-08-30,47992800,0,52007200
2011-09-06,47992800,0,52007200
2011-09-13,47992800,0,52007200
2011-09-20,47992800,0,52007200
2011-09-27,47992800,0,52007200
2011-10-04,47992800,0,52007200
2011-10-11,47992800,0,52007200
2011-10-18,47992800,0,52007200
2011-10-25,47992800,0,52007200
2011-11-01,47992800,0,52007200
2011-11-08,47992800,0,52007200
2011-11-15,47992800,0,52007200
2011-11-22,47992800,0,52007200
2011-11-29,47992800,0,52007200
2011-12-06,47992800,0,52007200
2011-12-13,47992800,0,52007200
2011-12-20,47992800,0,52007200
2011-12-27,47992800,0,52007200
2012-01-03,47992800,0,52007200
2012-01-10,47992800,0,52007200
2012-01-17,47992800,0,52007200
2012-01-24,47992800,0,52007200
2012-01-31,47992800,0,52007200
2012-02-07,47992800,0,52007200
2012-02-14,47992800,0,52007200
2012-02-21,47992800,0,52007200
2012-02-28,47992800,0,52007200
2012-03-06,47992800,0,52007200
2012-03-13,47992800,0,52007200
2012-03-20,47992800,0,52007200
2012-03-27,47992800,0,52007200
2012-04-03,47992800,0,52007200
2012-04-10,47992800,0,52007200
2012-04-17,47992800,0,52007200
2012-04-24,47992800,0,52007200
2012-05-01,47992800,0,52007200
2012-05-08,47992800,0,52007200
2012-05-15,47992800,0,52007200
2012-05-22,47992800,0,52007200
2012-05-29,47992800,0,52007200
2012-06-05,47992800,0,52007200
2012-06-12,47992800,0,52007200
2012-06-19,47992800,0,52007200
2012-06-26,47992800,0,52007200
2012-07-03,47992800,0,52007200
2012-07-10,47992800,0,52007200
2012-07-17,47992800,0,52007200
2012-07-24,47992800,0,52007200
2012-07-31,47992800,0,52007200
2012-08-07,47992800,0,52007200
2012-08-14,47992800,0,52007200
2012-08-21,47992800,0,52007200
2012-08-28,47992800,0,52007200
2012-09-04,47992800,0,52007200
2012-09-11,47992800,0,52007200
2012-09-18,47992800,0,52007200
2012-09-25,47992800,0,52007200
2012-10-02,47992800,0,52007200
2012-10-09,47992800,0,52007200
2012-10-16,47992800,0,52007200
2012-10-23,47992800,0,52007200
2012-10-30,47992800,0,52007200
2012-11-06,47992800,0,52007200
2012-11-13,47992800,0,52007200
2012-11-20,47992800,0,52007200
2012-11-27,47992800,0,52007200
2012-12-04,47992800,0,52007200
2012-12-11,47992800,0,52007200
2012-12-18,47992800,0,52007200
2012-12-25,47992800,0,52007200
2013-01-01,47992800,0,52007200
2013-01-08,47992800,0,52007200
2013-01-15,47992800,0,52007200
2013-01-22,47992800,0,52007200
2013-01-29,47992800,0,52007200
2013-02-05,47992800,0,52007200
2013-02-12,47992800,0,52007200
2013-02-19,47992800,0,52007200
2013-02-26,47992800,0,52007200
2013-03-05,47992800,0,52007200
2013-03-12,47992800,0,52007200
2013-03-19,47992800,0,52007200
2013-03-26,47992800,0,52007200
2013-04-02,47992800,0,52007200
2013-04-09,47992800,0,52007200
2013-04-16,47992800,0,52007200
2013-04-23,47992800,0,52007200
2013-04-30,47992800,0,52007200
2013-05-07,47992800,0,52007200
2013-05-14,47992800,0,52007200
2013-05-21,47992800,0,52007200
2013-05-28,47992800,0,52007200
2013-06-04,47992800,0,52007200
2013-06-11,47992800,0,52007200
2013-06-18,47992800,0,52007200
2013-06-25,47992800,0,52007200
2013-07-02,47992800,0,52007200
2013-07-09,47992800,0,52007200
2013-07-16,47992800,0,52007200
2013-07-23,47992800,0,52007200
2013-07-30,47992800,0,52007200
2013-08-06,47992800,0,52007200
2013-08-13,47992800,0,52007200
2013-08-20,47992800,0,52007200
2013-08-27,47992800,0,52007200
2013-09-03,47992800,0,52007200
2013-09-10,47992800,0,52007200
2013-09-17,47992800,0,52007200
2013-09-24,47992800,0,52007200
2013-10-01,47992800,0,52007200
2013-10-08,47992800,0,52007200
2013-10-15,47992800,0,52007200
2013-10-22,47992800,0,52007200
2013-10-29,47992800,0,52007200
2013-11-05,47992800,0,52007200
2013-11-12,47992800,0,52007200
2013-11-19,47992800,0,52007200
2013-11-26,47992800,0,52007200
2013-12-03,47992800,0,52007200
2013-12-10,47992800,0,52007200
2013-12-17,47992800,0,52007200
2013-12-24,47992800,0,52007200
2013-12-31,47992800,0,52007200
2014-01-07,47992800,0,52007200
2014-01-14,47992800,0,52007200
2014-01-21,47992800,0,52007200
2014-01-28,47992800,0,52007200
2014-02-04,47992800,0,52007200
2014-02-11,47992800,0,52007200
2014-02-18,47992800,0,52007200
2014-02-25,47992800,0,52007200
2014-03-04,47992800,0,52007200
2014-03-11,47992800,0,52007200
2014-03-18,47992800,0,52007200
2014-03-25,47992800,0,52007200
2014-04-01,47992800,0,52007200
2014-04-08,47992800,0,52007200
2014-04-15,47992800,0,52007200
2014-04-22,47992800,0,52007200
2014-04-29,47992800,0,52007200
2014-05-06,47992800,0,52007200
2014-05-13,47992800,0,52007200
2014-05-20,47992800,0,52007200
2014-05-27,47992800,0,52007200
2014-06-03,47992800,0,52007200
2014-06-10,47992800,0,52007200
2014-06-17,47992800,0,52007200
2014-06-24,47992800,0,52007200
2014-07-01,47992800,0,52007200
2014-07-08,47992800,0,52007200
2014-07-15,47992800,0,52007200
2014-07-22,47992800,0,52007200
2014-07-29,47992800,0,52007200
2014-08-05,47992800,0,52007200
2014-08-12,47992800,0,52007200
2014-08-19,47992800,0,52007200
2014-08-26,47992800,0,52007200
2014-09-02,47992800,0,52007200
2014-09-09,47992800,0,52007200
2014-09-16,47992800,0,52007200
2014-09-23,47992800,0,52007200
2014-09-30,47992800,0,52007200
2014-10-07,47992800,0,52007200
2014-10-14,47992800,0,52007200
2014-10-21,47992800,0,52007200
2014-10-28,47992800,0,52007200
2014-11-04,47992800,0,52007200
2014-11-11,47992800,0,52007200
2014-11-18,47992800,0,52007200
2014-11-25,47992800,0,52007200
2014-12-02,47992800,0,52007200
2014-12-09,47992800,0,52007200
2014-12-16,47992800,0,52007200
2014-12-23,47992800,0,52007200
2014-12-30,47992800,0,52007200
2015-01-06,47992800,0,52007200
2015-01-13,47992800,0,52007200
2015-01-20,47992800,0,52007200
2015-01-27,47992800,0,52007200
2015-02-03,47992800,0,52007200
2015-02-10,47992800,0,52007200
2015-02-17,47992800,0,52007200
2015-02-24,47992800,0,52007200
2015-03-03,47992800,0,52007200
2015-03-10,47992800,0,52007200
2015-03-17,47992800,0,52007200
2015-03-24,47992800,0,52007200
2015-03-31,47992800,0,52007200
2015-04-07,47992800,0,52007200
2015-04-14,47992800,0,52007200
2015-04-21,47992800,0,52007200
2015-04-28,47992800,0,52007200
2015-05-05,47992800,0,52007200
2015-05-12,47992800,0,52007200
2015-05-19,47992800,0,52007200
2015-05-26,47992800,0,52007200
2015-06-02,47992800,0,52007200
2015-06-09,47992800,0,52007200
2015-06-16,47992800,0,52007200
2015-06-23,47992800,0,52007200
2015-06-30,47992800,0,52007200
2015-07-07,47992800,0,52007200
2015-07-14,47992800,0,52007200
2015-07-21,47992800,0,52007200
2015-07-28,47992800,0,52007200
2015-08-04,47992800,0,52007200
2015-08-11,47992800,0,52007200
2015-08-18,47992800,0,52007200
2015-08-25,47992800,0,52007200
2015-09-01,47992800,0,52007200
2015-09-08,47992800,0,52007200
2015-09-15,47992800,0,52007200
2015-09-22,47992800,0,52007200
2015-09-29,47992800,0,52007200
2015-10-06,47992800,0,52007200
2015-10-13,47992800,0,52007200
2015-10-20,47992800,0,52007200
2015-10-27,47992800,0,52007200
2015-11-03,47992800,0,52007200
2015-11-10,47992800,0,52007200
2015-11-17,47992800,0,52007200
2015-11-24,47992800,0,52007200
2015-12-01,47992800,0,52007200
2015-12-08,47992800,0,52007200
2015-12-15,47992800,0,52007200
2015-12-22,47992800,0,52007200
2015-12-29,47992800,0,52007200
2016-01-05,47992800,0,52007200
2016-01-12,47992800,0,52007200
2016-01-19,47992800,0,52007200
2016-01-26,47992800,0,52007200
2016-02-02,47992800,0,52007200
2016-02-09,47992800,0,52007200
2016-02-16,47992800,0,52007200
2016-02-23,47992800,0,52007200
2016-03-01,47992800,0,52007200
2016-03-08,47992800,0,52007200
2016-03-15,47992800,0,52007200
2016-03-22,47992800,0,52007200
2016-03-29,47992800,0,52007200
2016-04-05,47992800,0,52007200
2016-04-12,47992800,0,52007200
2016-04-19,47992800,0,52007200
2016-04-26,47992800,0,52007200
2016-05-03,47992800,0,52007200
2016-05-10,47992800,0,52007200
2016-05-17,47992800,0,52007200
2016-05-24,47992800,0,52007200
2016-05-31,47992800,0,52007200
2016-06-07,47992800,0,52007200
2016-06-14,47992800,0,52007200
2016-06-21,47992800,0,52007200
2016-06-28,47992800,0,52007200
2016-07-05,47992800,0,52007200
2016-07-12,47992800,0,52007200
2016-07-19,47992800,0,52007200
2016-07-26,47992800,0,52007200
2016-08-02,47992800,0,52007200
2016-08-09,47992800,0,52007200
2016-08-16,47992800,0,52007200
2016-08-23,47992800,0,52007200
2016-08-30,47992800,0,52007200
2016-09-06,47992800,0,52007200
2016-09-13,47992800,0,52007200
2016-09-20,47992800,0,52007200
2016-09-27,47992800,0,52007200
2016-10-04,47992800,0,52007200
2016-10-11,47992800,0,52007200
2016-10-18,47992800,0,52007200
2016-10-25,47992800,0,52007200
2016-11-01,47992800,0,52007200
2016-11-08,47992800,0,52007200
2016-11-15,47992800,0,52007200
2016-11-22,47992800,0,52007200
2016-11-29,47992800,0,52007200
2016-12-06,47992800,0,52007200
2016-12-13,47992800,0,52007200
2016-12-20,47992800,0,52007200
2016-12-27,47992800,0,52007200
2017-01-03,47992800,0,52007200
2017-01-10,47992800,0,52007200
2017-01-17,47992800,0,52007200
2017-01-24,47992800,0,52007200
2017-01-31,47992800,0,52007200
2017-02-07,47992800,0,52007200
2017-02-14,47992800,0,52007200
2017-02-21,47992800,0,52007200
2017-02-28,47992800,0,52007200
2017-03-07,47992800,0,52007200
2017-03-14,47992800,0,52007200
2017-03-21,47992800,0,52007200
2017-03-28,47992800,0,52007200
2017-04-04,47992800,0,52007200
2017-04-11,47992800,0,52007200
2017-04-18,47992800,0,52007200
2017-04-25,47992800,0,52007200
2017-05-02,47992800,0,52007200
2017-05-09,47992800,0,52007200
2017-05-16,47992800,0,52007200
2017-05-23,47992800,0,52007200
2017-05-30,47992800,0,52007200
2017-06-06,47992800,0,52007200
2017-06-13,47992800,0,52007200
2017-06-20,47992800,0,52007200
2017-06-27,47992800,0,52007200
2017-07-04,47992800,0,52007200
2017-07-11,47992800,0,52007200
2017-07-18,47992800,0,52007200
2017-07-25,47992800,0,52007200
2017-08-01,47992800,0,52007200
2017-08-08,47992800,0,52007200
2017-08-15,47992800,0,52007200
2017-08-22,47992800,0,52007200
2017-08-29,47992800,0,52007200
2017-09-05,47992800,0,52007200
2017-09-12,47992800,0,52007200
2017-09-19,47992800,0,52007200
2017-09-26,47992800,0,52007200
2017-10-03,47992800,0,52007200
2017-10-10,47992800,0,52007200
2017-10-17,47992800,0,52007200
2017-10-24,47992800,0,52007200
2017-10-31,47992800,0,52007200
2017-11-07,47992800,0,52007200
2017-11-14,47992800,0,52007200
2017-11-21,47992800,0,52007200
2017-11-28,47992800,0,52007200
2017-12-05,47992800,0,52007200
2017-12-12,47992800,0,52007200
2017-12-19,47992800,0,52007200
2017-12-26,47992800,0,52007200
2018-01-02,47992800,0,52007200
2018-01-09,47992800,0,52007200
2018-01-16,47992800,0,52007200
2018-01-23,47992800,0,52007200
2018-01-30,47992800,0,52007200
2018-02-06,47992800,0,52007200
2018-02-13,47992800,0,52007200
2018-02-20,47992800,0,52007200
2018-02-27,47992800,0,52007200
2018-03-06,47992800,0,52007200
2018-03-13,47992800,0,52007200
2018-03-20,47992800,0,52007200
2018-03-27,47992800,0,52007200
2018-04-03,47992800,0,52007200
2018-04-10,47992800,0,52007200
2018-04-17,47992800,0,52007200
2018-04-24,47992800,0,52007200
2018-05-01,47992800,0,52007200
2018-05-08,47992800,0,52007200
2018-05-15,47992800,0,52007200
2018-05-22,47992800,0,52007200
2018-05-29,47992800,0,52007200
2018-06-05,47992800,0,52007200
2018-06-12,47992800,0,52007200
2018-06-19,47992800,0,52007200
2018-06-26,47992800,0,52007200
2018-07-03,47992800,0,52007200
2018-07-10,47992800,0,52007200
2018-07-17,47992800,0,52007200
2018-07-24,47992800,0,52007200
2018-07-31,47992800,0,52007200
2018-08-07,47992800,0,52007200
2018-08-14,47992800,0,52007200
2018-08-21,47992800,0,52007200
2018-08-28,47992800,0,52007200
2018-09-04,47992800,0,52007200
2018-09-11,47992800,0,52007200
2018-09-18,47992800,0,52007200
2018-09-25,47992800,0,52007200
2018-10-02,47992800,0,52007200
2018-10-09,47992800,0,52007200
2018-10-16,47992800,0,52007200
2018-10-23,47992800,0,52007200
2018-10-30,47992800,0,52007200
2018-11-06,47992800,0,52007200
2018-11-13,47992800,0,52007200
2018-11-20,47992800,0,52007200
2018-11-27,47992800,0,52007200
2018-12-04,47992800,0,52007200
2018-12-11,47992800,0,52007200
2018-12-18,47992800,0,52007200
2018-12-25,47992800,0,52007200
2019-01-01,47992800,0,52007200
2019-01-08,47992800,0,52007200
2019-01-15,47992800,0,52007200
2019-01-22,47992800,0,52007200
2019-01-29,47992800,0,52007200
2019-02-05,47992800,0,52007200
2019-02-12,47992800,0,52007200
2019-02-19,47992800,0,52007200
2019-02-26,47992800,0,52007200
2019-03-05,47992800,0,52007200
2019-03-12,47992800,0,52007200
2019-03-19,47992800,0,52007200
2019-03-26,47992800,0,52007200
2019-04-02,47992800,0,52007200
2019-04-09,47992800,0,52007200
2019-04-16,47992800,0,52007200
2019-04-23,47992800,0,52007200
2019-04-30,47992800,0,52007200
2019-05-07,47992800,0,52007200
2019-05-14,47992800,0,52007200
2019-05-21,47992800,0,52007200
2019-05-28,47992800,0,52007200
2019-06-04,47992800,0,52007200
2019-06-11,47992800,0,52007200
2019-06-18,47992800,0,52007200
2019-06-25,47992800,0,52007200
2019-07-02,47992800,0,52007200
2019-07-09,47992800,0,52007200
2019-07-16,47992800,0,52007200
2019-07-23,47992800,0,52007200
2019-07-30,47992800,0,52007200
2019-08-06,47992800,0,52007200
2019-08-13,47992800,0,52007200
2019-08-20,47992800,0,52007200
2019-08-27,47992800,0,52007200
2019-09-03,47992800,0,52007200
2019-09-10,47992800,0,52007200
2019-09-17,47992800,0,52007200
2019-09-24,47992800,0,52007200
2019-10-01,47992800,0,52007200
2019-10-08,47992800,0,52007200
2019-10-15,47992800,0,52007200
2019-10-22,47992800,0,52007200
2019-10-29,47992800,0,52007200
2019-11-05,47992800,0,52007200
2019-11-12,47992800,0,52007200
2019-11-19,47992800,0,52007200
2019-11-26,47992800,0,52007200
2019-12-03,47992800,0,52007200
2019-12-10,47992800,0,52007200
2019-12-17,47992800,0,52007200
2019-12-24,47992800,0,52007200
2019-12-31,47992800,0,52007200
2020-01-07,47992800,0,52007200
2020-01-14,47992800,0,52007200
2020-01-21,47992800,0,52007200
2020-01-28,47992800,0,52007200
2020-02-04,47992800,0,52007200
2020-02-11,47992800,0,52007200
2020-02-18,47992800,0,52007200
2020-02-25,47992800,0,52007200
2020-03-03,47992800,0,52007200
2020-03-10,47992800,0,52007200
2020-03-17,47992800,0,52007200
2020-03-24,47992800,0,52007200
2020-03-31,47992800,0,52007200
2020-04-07,47992800,0,52007200
2020-04-14,47992800,0,52007200
2020-04-21,47992800,0,52007200
2020-04-28,47992800,0,52007200
2020-05-05,47992800,0,52007200
2020-05-12,47992800,0,52007200
2020-05-19,47992800,0,52007200
2020-05-26,47992800,0,52007200
2020-06-02,47992800,0,52007200
2020-06-09,47992800,0,52007200
2020-06-16,47992800,0,52007200
2020-06-23,47992800,0,52007200
2020-06-30,47992800,0,52007200
2020-07-07,47992800,0,52007200
2020-07-14,47992800,0,52007200
2020-07-21,47992800,0,52007200
2020-07-28,47992800,0,52007200
2020-08-04,47992800,0,52007200
2020-08-11,47992800,0,52007200
2020-08-18,47992800,0,52007200
2020-08-25,47992800,0,52007200
2020-09-01,47992800,0,52007200
2020-09-08,47992800,0,52007200
2020-09-15,47992800,0,52007200
2020-09-22,47992800,0,52007200
2020-09-29,47992800,0,52007200
2020-10-06,47992800,0,52007200
2020-10-13,47992800,0,52007200
2020-10-20,47992800,0,52007200
2020-10-27,47992800,0,52007200
2020-11-03,47992800,0,52007200
2020-11-10,47992800,0,52007200
2020-11-17,47992800,0,52007200
2020-11-24,47992800,0,52007200
2020-12-01,47992800,0,52007200
2020-12-08,47992800,0,52007200
2020-12-15,47992800,0,52007200
2020-12-22,47992800,0,52007200
2020-12-29,47992800,0,52007200
2021-01-05,47992800,0,52007200
2021-01-12,47992800,0,52007200
2021-01-19,47992800,0,52007200
2021-01-26,47992800,0,52007200
2021-02-02,47992800,0,52007200
2021-02-09,47992800,0,52007200
2021-02-16,47992800,0,52007200
2021-02-23,47992800,0,52007200
2021-03-02,47992800,0,52007200
2021-03-09,47992800,0,52007200
2021-03-16,47992800,0,52007200
2021-03-23,47992800,0,52007200
2021-03-30,47992800,0,52007200
2021-04-06,47992800,0,52007200
2021-04-13,47992800,0,52007200
2021-04-20,47992800,0,52007200
2021-04-27,47992800,0,52007200
2021-05-04,47992800,0,52007200
2021-05-11,47992800,0,52007200
2021-05-18,47992800,0,52007200
2021-05-25,47992800,0,52007200
2021-06-01,47992800,0,52007200
2021-06-08,47992800,0,52007200
2021-06-15,47992800,0,52007200
2021-06-22,47992800,0,52007200
2021-06-29,47992800,0,52007200
2021-07-06,47992800,0,52007200
2021-07-13,47992800,0,52007200
2021-07-20,47992800,0,52007200
2021-07-27,47992800,0,52007200
2021-08-03,47992800,0,52007200
2021-08-10,47992800,0,52007200
2021-08-17,47992800,0,52007200
2021-08-24,47992800,0,52007200
2021-08-31,47992800,0,52007200
2021-09-07,47992800,0,52007200
2021-09-14,47992800,0,52007200
2021-09-21,47992800,0,52007200
2021-09-28,47992800,0,52007200
2021-10-05,47992800,0,52007200
2021-10-12,47992800,0,52007200
2021-10-19,47992800,0,52007200
2021-10-26,47992800,0,52007200
2021-11-02,47992800,0,52007200
2021-11-09,47992800,0,52007200
2021-11-16,47992800,0,52007200
2021-11-23,47992800,0,52007200
2021-11-30,47992800,0,52007200
2021-12-07,47992800,0,52007200
2021-12-14,47992800,0,52007200
2021-12-21,47992800,0,52007200
2021-12-28,47992800,0,52007200
2022-01-04,47992800,0,52007200
2022-01-11,47992800,0,52007200
2022-01-18,47992800,0,52007200
2022-01-25,47992800,0,52007200
2022-02-01,47992800,0,52007200
2022-02-08,47992800,0,52007200
2022-02-15,47992800,0,52007200
2022-02-22,47992800,0,52007200
2022-03-01,47992800,0,52007200
2022-03-08,47992800,0,52007200
2022-03-15,47992800,0,52007200
2022-03-22,47992800,0,52007200
2022-03-29,47992800,0,52007200
2022-04-05,47992800,0,52007200
2022-04-12,47992800,0,52007200
2022-04-19,47992800,0,52007200
2022-04-26,47992800,0,52007200
2022-05-03,47992800,0,52007200
2022-05-10,47992800,0,52007200
2022-05-17,47992800,0,52007200
2022-05-24,47992800,0,52007200
2022-05-31,47992800,0,52007200
2022-06-07,47992800,0,52007200
2022-06-14,47992800,0,52007200
2022-06-21,47992800,0,52007200
2022-06-28,47992800,0,52007200
2022-07-05,47992800,0,52007200
2022-07-12,47992800,0,52007200
2022-07-19,47992800,0,52007200
2022-07-26,47992800,0,52007200
2022-08-02,47992800,0,52007200
2022-08-09,47992800,0,52007200
2022-08-16,47992800,0,52007200
2022-08-23,47992800,0,52007200
2022-08-30,47992800,0,52007200
2022-09-06,47992800,0,52007200
2022-09-13,47992800,0,52007200
2022-09-20,47992800,0,52007200
2022-09-27,47992800,0,52007200
2022-10-04,47992800,0,52007200
2022-10-11,47992800,0,52007200
2022-10-18,47992800,0,52007200
2022-10-25,47992800,0,52007200
2022-11-01,47992800,0,52007200
2022-11-08,47992800,0,52007200
2022-11-15,47992800,0,52007200
2022-11-22,47992800,0,52007200
2022-11-29,47992800,0,52007200
2022-12-06,47992800,0,52007200
2022-12-13,47992800,0,52007200
2022-12-20,47992800,0,52007200
2022-12-27,47992800,0,52007200
2023-01-03,47992800,0,52007200
2023-01-10,47992800,0,52007200
2023-01-17,47992800,0,52007200
2023-01-24,47992800,0,52007200
2023-01-31,47992800,0,52007200
2023-02-07,47992800,0,52007200
2023-02-14,47992800,0,52007200
2023-02-21,47992800,0,52007200
2023-02-28,47992800,0,52007200
2023-03-07,47992800,0,52007200
2023-03-14,47992800,0,52007200
2023-03-21,47992800,0,52007200
2023-03-28,47992800,0,52007200
2023-04-04,47992800,0,52007200
2023-04-11,47992800,0,52007200
2023-04-18,47992800,0,52007200
2023-04-25,47992800,0,52007200
2023-05-02,47992800,0,52007200
2023-05-09,47992800,0,52007200
2023-05-16,47992800,0,52007200
2023-05-23,47992800,0,52007200
2023-05-30,47992800,0,52007200
2023-06-06,47992800,0,52007200
2023-06-13,47992800,0,52007200
2023-06-20,47992800,0,52007200
2023-06-27,47992800,0,52007200
2023-07-04,47992800,0,52007200
2023-07-11,47992800,0,52007200
2023-07-18,47992800,0,52007200
2023-07-25,47992800,0,52007200
2023-08-01,47992800,0,52007200
2023-08-08,47992800,0,52007200
2023-08-15,47992800,0,52007200
2023-08-22,47992800,0,52007200
2023-08-29,47992800,0,52007200
2023-09-05,47992800,0,52007200
2023-09-12,47992800,0,52007200
2023-09-19,47992800,0,52007200
2023-09-26,47992800,0,52007200
2023-10-03,47992800,0,52007200
2023-10-10,47992800,0,52007200
2023-10-17,47992800,0,52007200
2023-10-24,47992800,0,52007200
2023-10-31,47992800,0,52007200
2023-11-07,47992800,0,52007200
2023-11-14,47992800,0,52007200
2023-11-21,47992800,0,52007200
2023-11-28,47992800,0,52007200
2023-12-05,47992800,0,52007200
2023-12-12,47992800,0,52007200
2023-12-19,47992800,0,52007200
2023-12-26,47992800,0,52007200
2024-01-02,47992800,0,52007200
2024-01-09,47992800,0,52007200
2024-01-16,47992800,0,52007200
2024-01-23,47992800,0,52007200
2024-01-30,47992800,0,52007200
2024-02-06,47992800,0,52007200
2024-02-13,47992800,0,52007200
2024-02-20,47992800,0,52007200
2024-02-27,47992800,0,52007200
2024-03-05,47992800,0,52007200
2024-03-12,47992800,0,52007200
2024-03-19,47992800,0,52007200
2024-03-26,47992800,0,52007200
2024-04-02,47992800,0,52007200
2024-04-09,47992800,0,52007200
2024-04-16,47992800,0,52007200
2024-04-23,47992800,0,52007200
2024-04-30,47992800,0,52007200
2024-05-07,47992800,0,52007200
2024-05-14,47992800,0,52007200
2024-05-21,47992800,0,52007200
2024-05-28,47992800,0,52007200
2024-06-04,47992800,0,52007200
2024-06-11,47992800,0,52007200
2024-06-18,47992800,0,52007200
2024-06-25,47992800,0,52007200
2024-07-02,47992800,0,52007200
2024-07-09,47992800,0,52007200
2024-07-16,47992800,0,52007200
2024-07-23,47992800,0,52007200
2024-07-30,47992800,0,52007200
2024-08-06,47992800,0,52007200
2024-08-13,47992800,0,52007200
2024-08-20,47992800,0,52007200
2024-08-27,47992800,0,52007200
2024-09-03,47992800,0,52007200
2024-09-10,47992800,0,52007200
2024-09-17,47992800,0,52007200
2024-09-24,47992800,0,52007200
2024-10-01,47992800,0,52007200
2024-10-08,47992800,0,52007200
2024-10-15,47992800,0,52007200
2024-10-22,47992800,0,52007200
2024-10-29,47992800,0,52007200
2024-11-05,47992800,0,52007200
2024-11-12,47992800,0,52007200
2024-11-19,47992800,0,52007200
2024-11-26,47992800,0,52007200
2024-12-03,47992800,0,52007200
2024-12-10,47992800,0,52007200
2024-12-17,47992800,0,52007200
2024-12-24,47992800,0,52007200
2024-12-31,47992800,0,52007200
